age,bodyssa,bodysss,clinssa,clinsss,disssa,dissss,gndssa,gndsss,headssa,headsss,height,kd,legssa,legsss,pas,reach,rev,ssa,sss,sub,tda,tds,tsa,tss,winner
6.479452055,-2,4,1,2,6,8,-19,-17,-6,-7,0,-1,-4,-4,0,-1,0,-12,-7,0,-11,-1,-57,-51,1
-3.191780822,4,2,-1,0,3,4,8,6,39,23,-2,0,-33,-15,2,-1,2,10,10,0,0,2,-7,-6,1
8.687671233,-1,-1,0,1,-1,0,18,17,18,19,4,0,0,0,4,7,4,17,18,2,2,2,33,27,1
-0.04109589,2,0,8,5,1,0,59,32,60,32,3,0,6,5,2,8,2,68,37,0,-1,0,91,55,0
7.575342466,1,1,3,2,28,17,14,9,42,25,-6,0,2,2,2,-6,2,45,28,1,-10,0,119,97,1
2.520547945,1,0,-15,-15,1,14,3,2,-12,3,4,0,0,-2,1,6,1,-11,1,0,8,3,3,15,0
9.936986301,7,5,2,3,15,11,-4,-4,4,2,-3,0,2,3,-4,-4,-4,13,10,-1,-9,-5,-18,-15,1
4.449315068,0,0,-2,0,79,29,-6,-1,61,20,-1,-1,10,8,0,-1,0,71,28,0,-8,-2,73,31,1
-1.04109589,6,3,6,3,-9,0,6,4,-2,5,-1,0,-1,-1,6,1,6,3,7,1,12,5,89,74,1
5.273972603,0,0,1,1,6,12,5,3,12,16,3,2,0,0,0,3,0,12,16,0,0,0,12,16,0
-1.347945205,21,12,0,0,30,8,2,2,8,-1,1,1,3,-1,0,3,0,32,10,-1,0,0,32,10,0
-6.01369863,13,13,9,9,0,14,30,25,27,30,1,0,-1,5,-1,0,-1,39,48,1,-11,-3,46,58,0
4.136986301,-1,-1,0,2,-25,2,6,5,-20,9,0,1,2,1,1,1,1,-19,9,0,3,2,-12,16,0
-9.873972603,-7,-8,4,3,-4,5,0,0,-5,10,0,1,12,6,0,-1,0,0,8,0,-1,0,2,9,1
1.095890411,-10,-10,-1,-1,24,-10,12,11,54,16,0,0,-9,-6,4,1,4,35,0,0,2,2,65,25,0
-1.720547945,-29,-14,0,1,-96,13,0,0,-73,20,4,0,6,8,0,3,0,-96,14,0,1,-1,-97,13,0
-7.849315068,0,0,0,0,4,1,6,4,8,3,0,1,2,2,1,3,1,10,5,0,0,0,10,5,1
2.263013699,-4,-1,0,-1,-12,-8,0,0,-1,-1,-3,1,-7,-7,0,-2,0,-12,-9,0,0,-1,-9,-6,1
-0.35890411,25,17,35,26,97,23,5,1,112,34,2,0,0,-1,1,4,1,137,50,1,3,3,257,153,1
-16.92054795,6,6,-1,-1,25,0,49,43,64,33,6,-1,3,3,10,8,10,73,42,0,14,10,131,91,0
-5.35890411,0,-2,-9,-8,20,-2,-2,-2,13,-7,-2,0,-4,-3,-2,-1,-2,9,-12,1,0,-1,-39,-52,1
10.88767123,5,-2,2,6,-16,2,0,0,-21,3,-5,0,2,7,0,-7,0,-14,8,0,-3,0,-15,7,1
4.632876712,-11,-2,-13,-7,-31,1,18,17,-15,13,2,0,0,0,5,2,5,-26,11,0,4,3,17,54,0
-2.15890411,-6,-6,2,0,6,8,1,2,17,19,-2,1,-2,-3,0,-4,0,9,10,0,-1,-1,9,10,0
-1.482191781,3,1,16,14,48,-8,2,2,23,-30,-2,0,40,37,0,-5,0,66,8,0,10,2,83,24,1
3.164383562,8,5,7,5,50,6,14,12,44,8,1,0,19,10,1,3,1,71,23,0,2,2,101,48,1
7.556164384,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,1,-2,1,-1,0,2,4,2,7,8,1
0.175342466,3,-1,2,0,1,5,24,16,15,16,-5,0,9,6,3,-4,3,27,21,1,10,6,39,30,0
6.208219178,6,5,9,9,77,6,0,0,56,-6,2,0,24,16,0,3,0,86,15,0,4,1,79,8,0
14.19452055,2,2,-3,-2,-8,-2,7,4,-6,-3,-3,0,0,1,5,-2,5,-4,0,-1,8,6,52,53,0
-4.161643836,-5,-3,0,0,-23,-10,0,0,-18,-7,0,0,0,0,4,2,4,-23,-10,2,1,3,-18,-5,1
-0.506849315,11,11,5,4,1,21,13,12,-10,14,-1,0,18,12,3,5,3,19,37,0,5,1,21,39,1
-1.684931507,1,1,0,0,4,1,-2,-2,-2,-4,-4,0,3,2,0,-4,0,2,-1,0,1,0,2,-1,1
1.145205479,5,2,3,1,4,-1,1,1,7,3,1,0,-4,-4,2,-2,2,8,1,1,2,1,18,7,1
2.756164384,-1,3,3,2,-28,-11,1,1,-20,-8,2,0,-3,-3,0,3,0,-24,-8,0,-2,1,-31,-15,1
-4.671232877,2,-3,2,1,38,10,2,1,27,1,2,1,13,14,0,-1,0,42,12,0,-2,0,42,12,1
0.169863014,0,0,0,0,5,4,0,0,4,3,-3,1,1,1,0,-3,0,5,4,0,0,0,5,4,1
2.44109589,-7,-11,-2,1,-22,-9,42,29,9,20,-4,1,16,12,0,-6,0,18,21,-2,-2,-1,-38,-31,0
2.443835616,0,0,4,6,5,5,10,8,10,11,-1,0,9,8,3,-1,3,19,19,0,2,4,96,86,0
-1.095890411,2,2,-2,-2,30,-7,39,26,66,16,1,0,-1,-1,6,2,6,67,17,2,10,6,130,71,0
-8.473972603,5,6,7,5,16,3,13,13,30,12,4,0,1,3,0,6,0,36,21,0,12,0,45,26,1
-0.15890411,4,3,-6,-5,-5,-8,20,15,3,-2,0,1,2,1,4,-1,4,9,2,-1,14,3,11,5,1
-8.701369863,24,12,-1,0,17,-4,0,0,16,5,-1,0,-24,-21,0,-1,0,16,-4,0,1,0,14,-4,0
-0.682191781,0,10,11,3,52,73,28,18,53,58,-4,1,38,26,1,-4,1,91,94,0,2,2,102,103,1
-7.690410959,-11,-1,4,7,71,35,-1,-1,92,43,1,0,-7,-1,-1,0,-1,74,41,0,-10,-1,61,28,0
3.890410959,-6,-4,3,3,-27,-26,16,9,-4,-11,-3,1,2,1,-8,-4,-8,-8,-14,-7,-1,-1,-18,-23,0
2.742465753,-1,2,-2,3,-48,-14,4,4,-43,-7,-1,-1,-2,-2,7,-1,7,-46,-7,0,13,10,8,34,0
-0.608219178,1,1,0,0,-2,0,24,23,21,22,1,0,0,0,-2,0,-2,22,23,0,-2,-1,12,11,1
6.980821918,31,30,4,5,7,9,41,37,13,16,-1,0,8,5,18,3,18,52,51,2,-2,5,173,150,0
-0.846575342,-2,-5,-18,-15,0,17,-22,-13,-32,-3,-1,0,-6,-3,-1,-4,-1,-40,-11,0,1,-4,-103,-56,0
-3.564383562,2,2,0,0,-4,2,8,7,6,9,-2,1,-4,-2,0,0,0,4,9,0,0,0,4,9,0
2.660273973,0,4,-11,-10,51,31,5,3,9,-10,0,0,36,30,1,0,1,45,24,0,10,3,38,17,1
6.095890411,-4,0,19,14,12,12,-4,-3,33,25,1,0,-2,-2,0,1,0,27,23,0,1,-1,25,21,0
-2.076712329,5,2,8,5,32,16,-6,0,29,19,1,-1,0,0,0,0,0,34,21,0,3,1,24,9,0
0.994520548,17,17,-1,0,-3,9,56,46,30,32,-1,0,5,6,26,2,26,52,55,6,11,11,129,132,0
-4.394520548,-3,-2,2,2,7,4,-2,-3,7,2,-2,1,3,3,-2,2,-2,7,3,1,-1,0,4,0,0
3.58630137,3,2,-1,-2,4,-4,9,9,9,1,5,1,0,0,0,7,0,12,3,0,1,-1,2,-3,1
6.438356164,4,5,-3,0,-6,12,-2,-1,-35,-12,-1,0,20,18,0,-7,0,-11,11,0,0,0,-22,0,1
2.62739726,2,2,0,0,-2,3,4,4,0,5,-6,1,0,0,0,-6,0,2,7,0,0,0,3,8,0
-0.95890411,-1,-1,0,0,-18,3,3,2,-16,4,-4,1,2,2,0,-5,0,-15,5,0,0,0,-15,5,1
-5.602739726,0,0,1,1,1,0,15,11,17,12,0,0,0,0,1,-2,1,17,12,0,2,1,14,9,0
-6.624657534,3,1,-3,0,15,5,19,9,27,12,0,1,1,1,0,3,0,31,14,-1,2,2,42,22,0
-4.42739726,-6,-6,-1,-1,-3,3,-3,-1,-9,-1,3,0,8,8,0,-1,0,-7,1,1,0,0,-9,1,0
-9.501369863,3,1,14,11,2,2,14,12,27,24,2,0,0,0,-2,-3,-2,30,25,-1,-8,-4,87,80,1
3.912328767,-11,-3,4,3,22,7,43,31,80,45,4,0,0,-1,4,5,4,69,41,0,3,2,121,89,1
-1.715068493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,3,0,0,0,-1,0,3,3,1
12.46849315,-1,1,-16,-8,-52,-20,-13,-9,-83,-32,-1,0,3,-6,-1,-2,-1,-81,-37,2,1,0,-118,-70,0
-1.556164384,1,1,0,0,1,1,-1,0,-7,-3,2,-1,6,3,3,3,3,0,1,1,2,2,7,5,1
-2.789041096,0,0,0,0,2,2,63,46,65,48,1,0,0,0,1,3,1,65,48,-1,-1,0,113,87,1
0.635616438,7,15,5,4,-6,1,18,15,9,5,3,-1,1,0,3,5,3,17,20,0,4,2,43,43,1
-0.920547945,-4,-3,-5,-4,0,3,1,-5,0,-3,-1,1,0,0,-1,-1,-1,-4,-6,0,-3,-1,-17,-18,1
4.736986301,-7,1,0,-2,-36,-2,-6,-4,-31,-7,-1,-1,-4,-2,3,2,3,-42,-8,1,5,4,-32,-4,1
-2.810958904,-2,3,3,0,47,30,0,0,69,38,-2,0,-17,-11,0,4,0,50,30,0,-4,0,51,31,1
-4.446575342,7,2,1,0,19,3,31,14,31,7,2,0,13,8,0,2,0,51,17,0,5,4,137,86,0
-8.920547945,9,6,7,5,27,15,2,3,21,12,0,0,6,5,0,-3,0,36,23,2,-6,-2,67,52,0
8.950684932,-21,-16,-18,-11,13,3,-32,-16,-12,-7,3,-1,-4,-1,1,3,1,-37,-24,2,-7,-3,-16,-8,1
-1.452054795,19,18,1,4,19,19,9,9,6,10,0,0,4,4,-1,-3,-1,29,32,5,-7,2,38,43,0
6.832876712,-3,-4,-1,-3,-13,-5,17,16,4,12,0,0,2,0,0,1,0,3,8,1,-4,0,38,40,0
8.731506849,14,8,-18,-11,-7,-3,2,3,-24,-8,1,0,-13,-11,0,0,0,-23,-11,0,-10,-2,-95,-64,1
-5.55890411,-3,-1,8,3,39,26,3,3,54,32,1,0,-1,1,1,0,1,50,32,2,-5,-2,57,39,0
1.123287671,7,8,0,0,-56,-14,0,0,-67,-24,-7,0,4,2,0,-4,0,-56,-14,0,-1,0,-56,-14,1
-6.547945205,-2,-1,0,-1,2,7,0,0,3,5,4,0,1,2,0,3,0,2,6,1,-1,0,-1,4,1
-0.293150685,-19,-12,0,1,-43,-6,-3,-1,-20,12,0,0,-7,-6,0,0,0,-46,-6,0,-4,-1,-79,-36,0
0.98630137,22,22,28,27,3,4,50,46,53,50,-1,0,6,5,4,-1,4,81,77,-2,10,7,172,161,0
-2.221917808,6,4,1,1,-12,14,24,17,0,21,-2,1,7,7,2,1,2,13,32,1,4,3,3,19,0
-6.284931507,-1,0,-4,-1,7,5,-10,-11,-6,-6,4,0,0,-1,0,3,0,-7,-7,0,5,2,-58,-55,1
3.728767123,2,2,0,1,-3,-2,4,2,2,2,3,0,-3,-3,1,3,1,1,1,0,-7,-1,1,1,0
-11.1260274,19,16,10,9,18,16,16,7,17,8,1,2,8,8,6,2,6,44,32,-1,3,6,46,32,1
-0.057534247,-11,0,18,17,31,34,1,0,36,31,-2,0,25,20,1,2,1,50,51,-2,3,1,70,72,0
-2.235616438,0,0,0,0,-2,0,5,2,5,3,0,1,-2,-1,2,0,2,3,2,1,0,0,3,2,0
-4.638356164,-9,-10,-11,-10,-15,-9,0,0,-16,-8,1,0,-1,-1,0,2,0,-26,-19,1,3,1,-32,-24,0
-6.21369863,-35,-14,-1,-2,-21,6,16,12,67,58,2,0,-38,-28,3,1,3,-6,16,1,-8,3,-21,5,1
4.22739726,8,4,7,7,13,-4,-9,-3,10,7,6,-2,-7,-11,2,9,2,11,0,0,11,4,7,-5,0
0.860273973,-1,-3,-2,-2,-2,-1,0,0,-4,-1,-3,0,1,1,-1,-3,-1,-4,-3,2,-6,-2,-9,-6,0
-2.024657534,0,0,3,2,1,2,22,21,26,25,-3,0,0,0,2,2,2,26,25,0,1,1,31,29,0
1.898630137,3,3,0,0,-4,4,16,9,5,8,1,1,4,2,0,-3,0,12,13,0,0,0,12,13,0
-9.936986301,6,9,2,3,-6,4,54,37,41,32,-2,0,3,3,3,0,3,50,44,-3,2,3,36,30,0
-2.076712329,10,5,1,1,13,6,6,3,14,6,0,1,-4,-1,0,3,0,20,10,1,0,0,20,10,0
-0.315068493,8,4,4,1,46,27,-4,-2,16,0,1,0,22,22,0,1,0,46,26,0,-11,-1,48,26,0
-3.405479452,10,9,-4,-3,-6,2,44,33,22,20,-6,0,2,3,6,-5,6,34,32,-1,-4,3,145,135,1
1.364383562,17,12,16,12,17,16,15,5,16,8,-1,1,15,13,2,-2,2,48,33,0,4,3,156,121,1
-1.934246575,6,5,15,11,-27,-10,10,6,-22,-12,-1,0,14,14,3,0,3,-2,7,0,15,9,-6,3,1
-8.435616438,0,1,3,1,0,1,12,11,15,12,7,1,0,0,0,4,0,15,13,0,0,0,17,15,1
4.397260274,3,2,4,2,25,14,22,19,31,16,-1,0,17,17,0,0,0,51,35,-1,13,2,132,105,1
-2.493150685,4,1,1,1,9,-9,0,0,8,-7,0,0,-2,-2,1,0,1,10,-8,-1,16,1,24,2,0
4.764383562,7,6,60,41,24,-9,2,1,81,31,5,0,-2,-4,-1,1,-1,86,33,0,-1,-1,99,44,0
8.334246575,20,16,4,0,103,38,1,3,71,9,-2,0,17,16,-2,0,-2,108,41,0,-12,-4,107,39,0
0.471232877,4,4,1,0,-37,25,51,39,-17,34,-4,0,28,26,5,-6,5,15,64,0,2,2,30,78,0
1.150684932,-8,-7,1,2,-68,-23,9,3,-47,-8,-7,0,-3,-3,1,-4,1,-58,-18,0,12,6,-92,-43,1
-6.838356164,-15,-9,-1,-1,22,19,5,3,40,25,0,0,1,5,0,1,0,26,21,-2,3,3,24,17,0
-1.663013699,3,3,0,0,15,8,2,1,18,9,-1,1,-4,-3,0,2,0,17,9,0,0,0,17,9,0
-4.55890411,4,5,1,2,1,3,13,7,11,7,2,0,0,0,5,6,5,15,12,1,8,6,28,24,0
-2.923287671,-64,-37,1,-1,-22,-8,0,0,36,20,0,0,7,8,0,-1,0,-21,-9,0,7,0,-22,-10,0
2.476712329,34,23,3,1,36,15,15,12,28,12,-5,0,-8,-7,0,-3,0,54,28,0,0,0,70,43,1
13.14246575,-23,-19,-16,-15,-83,-20,29,21,-45,6,-4,0,-2,-1,8,-5,8,-70,-14,0,13,5,-28,26,1
-2.871232877,1,1,1,1,12,5,12,11,23,15,-3,1,1,1,0,-3,0,25,17,0,2,0,24,16,1
7.416438356,8,3,0,-3,-13,26,0,0,-31,8,-1,0,10,12,0,-1,0,-13,23,0,0,0,-20,15,1
9.553424658,-1,-1,3,0,-42,-5,0,0,-33,1,0,0,-5,-5,0,3,0,-39,-5,0,0,0,-39,-6,1
9.917808219,13,13,13,13,-31,-4,5,1,-22,1,-1,0,-4,-4,3,1,3,-13,10,0,2,1,78,87,0
3.01369863,5,2,-2,1,108,53,-7,-7,67,17,1,0,27,28,-3,1,-3,99,47,0,-10,-2,89,38,0
-8.002739726,3,2,7,7,46,18,-9,-6,27,4,1,0,14,13,-4,3,-4,44,19,0,-11,-4,83,50,0
0.865753425,1,0,1,1,3,-2,35,28,37,26,-3,0,1,1,7,-1,7,39,27,0,2,1,47,35,0
-5.690410959,4,-1,4,0,2,1,15,12,14,11,1,0,3,3,3,1,3,21,13,-1,-1,0,94,80,1
-0.493150685,2,0,0,0,3,-1,73,33,74,32,3,0,0,0,2,0,2,76,32,0,1,1,112,59,1
-0.457534247,-9,-8,-13,-12,-48,-19,10,7,-58,-23,0,0,16,7,3,-1,3,-51,-24,0,2,4,-53,-28,0
-2.44109589,0,0,0,0,9,2,6,5,12,6,0,1,3,1,1,-1,1,15,7,1,-1,-1,16,8,0
-0.342465753,5,6,-1,-1,4,2,13,11,17,10,-3,0,-6,-4,1,-5,1,16,12,-2,0,1,115,100,1
-3.904109589,7,9,-3,-4,3,7,8,7,4,3,2,0,-3,-2,4,0,4,8,10,2,-4,1,10,12,1
-8.219178082,12,3,6,4,36,21,-5,-2,22,17,2,-1,3,3,0,0,0,37,23,0,3,0,32,19,1
-3.501369863,17,20,66,53,-7,6,9,7,61,53,0,1,-10,-7,0,-2,0,68,66,0,-11,-2,86,80,1
4.060273973,0,0,0,0,-48,-21,-1,0,-46,-17,-6,0,-3,-4,-1,-6,-1,-49,-21,0,14,1,-63,-33,1
0.084931507,4,3,-1,-1,5,4,41,27,37,23,-2,2,4,4,6,-1,6,45,30,1,1,0,15,3,0
-1.490410959,-4,-3,9,6,13,18,9,4,39,35,-1,1,-4,-4,-1,-3,-1,31,28,0,-5,-1,3,7,0
-0.268493151,-9,-6,-13,-11,2,2,-1,2,5,7,1,1,-8,-8,4,2,4,-12,-7,0,-4,4,-16,-9,0
11.77534247,-5,-4,21,15,-52,9,0,1,-37,17,2,-1,11,12,0,-1,0,-31,25,0,4,1,-32,25,0
-11.8739726,-3,-1,3,1,8,3,0,0,14,5,2,2,0,0,0,2,0,11,4,0,-5,0,11,4,1
-1.726027397,-5,-3,0,0,-6,-4,1,1,-1,0,-4,1,1,0,0,-6,0,-5,-3,0,0,0,-6,-4,0
0.55890411,-4,11,29,23,128,38,1,1,168,58,0,0,-6,-7,1,0,1,158,62,0,1,1,172,76,1
-7.060273973,-4,-1,-6,-4,-25,7,2,2,-29,3,1,0,4,3,2,-3,2,-29,5,0,2,2,-30,3,1
9.147945205,16,10,36,23,28,-2,6,4,60,19,1,0,-6,-4,0,0,0,70,25,1,-3,-2,74,29,1
-2.991780822,-5,-4,-3,-2,-91,13,3,3,-90,11,3,0,4,7,1,1,1,-91,14,0,4,2,-101,3,1
5.610958904,31,15,6,0,127,56,12,5,110,42,0,1,4,4,0,-2,0,145,61,0,-1,-1,148,64,0
-0.367123288,-6,-12,0,0,85,5,4,2,87,12,-1,0,8,7,0,-2,0,89,7,0,-1,1,94,12,0
-0.443835616,4,4,9,11,-6,-1,4,4,-10,2,-2,1,13,8,0,1,0,7,14,0,-3,0,8,15,0
0.079452055,25,18,4,4,179,67,0,-3,141,37,-1,0,17,13,-2,-1,-2,183,68,-2,-16,-4,192,77,0
4.202739726,-15,-8,-1,-1,16,28,0,0,-15,8,4,0,45,27,0,0,0,15,27,0,0,0,15,27,0
-6.008219178,6,7,-7,-4,-2,4,3,2,-1,4,0,1,-11,-9,0,-3,0,-6,2,0,0,0,-8,3,0
2.052054795,-6,-4,1,0,-37,-28,2,1,-17,-16,0,0,-11,-7,2,-2,2,-34,-27,1,4,1,9,8,1
-11.88767123,-20,-14,-1,1,35,-1,-4,-11,49,2,-4,1,1,1,-3,-1,-3,30,-11,-1,-9,-1,20,-21,1
5.134246575,14,11,16,10,6,7,47,38,48,37,-2,0,7,7,3,-1,3,69,55,0,7,2,203,181,0
-4.493150685,-7,-8,-5,-4,-7,-8,4,4,-5,-3,0,1,4,3,1,2,1,-8,-8,0,0,1,3,2,1
-4.221917808,1,1,-2,-2,1,-1,3,1,3,-1,-2,0,-2,-2,2,2,2,2,-2,0,4,1,15,9,0
1.739726027,1,8,9,7,7,19,34,21,52,41,1,0,-3,-2,14,0,14,50,47,4,8,8,61,51,0
0.054794521,9,5,26,14,12,3,43,24,72,37,-2,0,0,-1,3,3,3,81,41,2,3,3,120,76,1
-6.482191781,2,2,8,8,4,5,3,2,6,6,1,1,7,7,0,-1,0,15,15,0,0,0,30,29,1
-2.605479452,24,16,25,20,44,56,10,10,28,47,-3,0,27,23,1,-4,1,79,86,0,7,2,76,82,0
-2.052054795,19,14,3,-2,177,144,0,0,179,143,-1,0,-18,-15,0,3,0,180,142,0,2,0,198,156,0
0.857534247,-6,-1,6,0,2,13,2,0,23,19,-1,-1,-7,-5,0,-6,0,10,13,-1,1,3,-65,-57,0
-3.665753425,-1,-5,7,2,24,2,0,0,33,10,0,0,-1,-1,0,1,0,31,4,1,1,-1,20,-7,0
-1.868493151,7,7,0,0,5,1,34,21,35,17,4,0,-3,-2,14,5,14,39,22,0,5,5,100,74,0
0.367123288,6,3,2,-1,5,4,4,2,4,1,4,1,1,1,2,4,2,11,5,1,4,0,14,7,1
-3.660273973,-2,-2,1,2,9,4,24,11,28,11,0,0,8,8,1,1,1,34,17,0,7,6,0,-18,0
-2.520547945,4,4,-11,-3,-7,-3,-52,-26,-75,-37,1,-1,1,1,0,1,0,-70,-32,1,4,1,-75,-33,1
-5.578082192,8,5,-2,0,140,44,-2,-2,111,25,0,0,17,12,-1,-1,-1,136,42,-1,-2,-1,127,33,0
3.917808219,57,46,29,20,167,88,12,7,124,42,-2,1,27,27,0,-1,0,208,115,0,-3,0,252,157,0
2.512328767,-6,-6,0,0,-13,-5,1,0,-16,-2,2,0,10,3,0,0,0,-12,-5,0,-3,-2,-12,-5,0
2.2,8,6,-1,-2,-3,3,4,1,-2,7,-4,0,-6,-11,1,-2,1,0,2,0,12,1,53,44,1
-0.980821918,-1,0,0,0,-4,4,0,0,-5,2,6,0,2,2,1,1,1,-4,4,1,1,1,-4,4,1
1.002739726,-9,-8,0,0,-18,-11,19,11,11,8,-3,0,-1,0,5,-6,5,1,0,3,6,2,-6,-7,0
1.868493151,2,2,1,1,3,5,-4,1,-1,5,-1,0,-1,0,0,3,0,0,7,1,0,0,-6,4,0
-4.093150685,-7,-2,-2,1,-14,-10,10,9,1,2,1,0,0,0,11,6,11,-6,0,1,7,7,5,12,1
0.964383562,4,4,2,2,2,2,14,14,14,14,2,0,0,0,0,3,0,18,18,0,-2,0,21,21,0
-9.210958904,-8,-4,-1,-3,-3,2,1,1,11,10,1,0,-6,-6,0,-1,0,-3,0,0,-6,0,-20,-8,0
-5.424657534,0,0,0,0,-3,1,3,2,-1,2,0,0,1,1,0,3,0,0,3,2,-1,-1,0,3,1
-0.164383562,-5,-3,-2,-2,-31,-7,14,9,-18,1,-1,0,4,2,4,-6,4,-19,0,1,19,7,40,47,0
-1.723287671,33,23,9,4,138,77,35,22,139,71,0,0,10,9,2,3,2,182,103,0,5,2,208,127,0
-1.630136986,8,4,7,10,19,10,1,1,23,18,4,0,-4,-1,1,5,1,27,21,2,-4,-1,81,70,1
-5.347945205,-7,-4,-3,2,-1,-4,17,5,29,13,-4,0,-9,-6,1,-1,1,13,3,0,-1,1,19,7,1
-1.361643836,-2,0,2,0,2,-2,1,1,11,3,2,0,-4,-4,3,7,3,5,-1,1,3,2,6,1,0
11.90410959,-6,-1,-2,-6,1,2,8,7,12,2,-2,0,1,2,4,-1,4,7,3,0,-2,-1,25,18,1
3.723287671,-9,-8,-5,1,-6,-5,6,2,-2,0,0,0,6,6,0,1,0,-5,-2,-2,3,1,12,12,0
8.342465753,-8,-5,-1,-1,14,6,4,2,29,16,-1,1,-4,-4,3,1,3,17,7,3,1,-1,52,31,1
-3.104109589,13,13,28,26,-22,-4,0,0,-14,3,4,0,7,6,-1,7,-1,6,22,0,-9,-2,-12,9,1
-6.624657534,-22,-17,-2,-2,20,-1,117,94,163,112,-2,0,-6,-4,11,2,11,135,91,0,8,4,225,169,1
6.797260274,9,7,5,5,40,16,-2,-2,27,4,-1,0,7,8,-1,0,-1,43,19,-3,1,0,32,8,0
-0.520547945,3,5,-3,-2,4,17,8,4,9,11,-3,1,-3,3,0,0,0,9,19,0,-1,1,27,33,1
-1.978082192,-8,-11,-14,-11,25,5,-4,0,27,15,-3,1,-12,-10,0,-1,0,7,-6,1,8,1,15,3,0
-7.561643836,0,0,1,1,6,2,11,5,18,7,1,1,0,1,0,-3,0,18,8,0,0,0,17,7,1
4.493150685,-11,-10,-4,-4,-10,-8,0,-1,-2,-2,-5,0,-1,-1,-1,-4,-1,-14,-13,0,8,6,-69,-67,1
-0.454794521,-10,-12,-18,-15,6,6,4,4,-3,1,1,0,5,6,2,-2,2,-8,-5,-3,9,2,-10,-12,0
4.317808219,-6,-5,-11,-7,6,7,18,13,22,21,1,0,-3,-3,1,2,1,13,13,0,0,1,33,30,1
9.17260274,3,8,2,1,18,15,7,6,25,13,-1,1,-1,1,-1,-2,-1,27,22,0,0,1,36,30,1
-5.947945205,-1,-1,1,1,16,13,0,0,20,17,-2,1,-2,-2,0,-2,0,17,14,0,0,0,16,14,0
-2.523287671,-14,-9,-5,-1,-113,-19,16,15,-84,8,0,0,-4,-4,5,-2,5,-102,-5,2,-10,0,-45,33,1
-6.693150685,-1,-1,0,0,0,2,21,16,24,19,2,1,-2,0,0,0,0,21,18,0,0,0,21,18,1
-5.649315068,11,13,8,9,14,18,51,39,51,44,3,1,11,9,4,8,4,73,66,0,3,3,100,91,0
0.090410959,-9,-4,4,1,-2,-2,10,5,22,9,-5,1,-1,-1,0,-4,0,12,4,0,-3,-1,21,13,1
-6.131506849,23,14,7,7,69,22,18,14,64,25,-1,1,7,4,-4,-1,-4,94,43,0,-6,-3,98,49,0
0.602739726,-11,-11,-8,-7,36,15,84,46,108,52,-3,0,15,13,1,-6,1,112,54,1,0,1,106,46,0
0.547945205,13,7,0,0,65,14,10,10,57,12,-2,2,5,5,0,-1,0,75,24,0,-3,0,78,27,1
-5.38630137,-10,-7,-2,-2,54,32,1,1,49,25,4,1,14,13,0,6,0,53,31,0,1,0,58,36,1
-1.536986301,-1,-1,3,4,5,6,12,11,19,20,6,0,2,2,8,0,8,20,21,2,-5,-3,72,73,1
-12.52054795,5,2,7,5,40,23,14,13,50,33,-3,0,6,6,2,-3,2,61,41,0,0,1,131,102,1
-0.961643836,32,23,22,16,44,14,1,1,28,2,0,0,7,6,-1,2,-1,67,31,0,-8,-4,91,53,0
0.808219178,-3,-2,-9,-8,-14,-11,28,21,12,8,2,-1,-4,-4,4,0,4,5,2,0,12,3,25,19,1
-11.12054795,18,14,15,12,30,3,19,14,47,16,3,0,-1,-1,2,10,2,64,29,3,-4,1,123,80,1
-1.150684932,1,0,-1,-1,2,4,26,16,26,19,3,0,0,0,8,4,8,27,19,-2,7,4,-17,-16,1
-0.580821918,-14,-6,10,4,-32,-16,0,0,17,13,-1,0,-25,-19,0,0,0,-22,-12,0,2,1,-9,0,0
-3.909589041,-1,-1,0,0,-39,-12,0,0,-32,-6,3,0,-6,-5,1,2,1,-39,-12,-2,2,2,-19,2,0
-0.830136986,-5,-4,10,4,38,-2,27,15,81,22,-1,0,-1,-1,1,1,1,75,17,0,4,1,91,27,1
5.123287671,17,11,2,3,-8,17,45,18,24,28,-1,0,-2,-1,0,-2,0,39,38,0,8,1,41,40,0
1.350684932,15,9,25,23,11,10,8,8,4,9,0,0,25,23,1,-2,1,44,41,0,5,3,181,162,1
-0.810958904,1,0,-2,-1,-1,-1,33,22,25,18,3,0,4,2,3,3,3,30,20,2,6,3,92,72,0
-4.569863014,1,7,7,8,-103,-19,2,2,-57,9,2,1,-38,-25,0,6,0,-94,-9,0,-7,-1,-71,12,0
-3.290410959,-10,-9,-34,-23,-30,-5,3,4,-42,-6,-2,0,-9,-9,1,-6,1,-61,-24,0,4,1,-76,-44,0
-7.208219178,-5,-1,-6,-5,-1,7,30,28,33,34,2,0,-5,-3,12,2,12,23,30,-1,3,5,66,63,0
-3.956164384,-11,-4,-3,-1,-47,-19,7,6,-8,8,-3,0,-24,-18,6,-8,6,-43,-14,0,9,6,-49,-18,0
12.47123288,-6,-3,-1,-1,-31,-8,-9,-8,-23,-5,1,-1,-12,-9,-2,3,-2,-41,-17,0,2,0,-16,3,0
3.353424658,15,15,3,2,4,-1,20,14,15,3,-2,0,-3,-3,2,-1,2,27,15,-3,-1,-3,89,68,0
0.391780822,-1,0,3,3,0,-1,7,7,13,10,5,1,-2,-1,0,6,0,10,9,0,-2,0,14,13,0
